Internship Title,Company Name,Location,Start Date,Duration,Stipend,Payroll_Clean,Level,Internship_Title,Payroll_Level_Bucket,Skills,Skills_List
accounting & tally,MODERN PRODUCTS,Bangalore,Immediately,1 Month,"₹ 20,000-25,000 /month",22500.0,Entry,accounting & tally,2-1 (Entry),"Basic Accounting, Tally, Record Keeping","['Basic Accounting', 'Tally', 'Record Keeping']"
content writing,Cube InfoTech,Mohali,Immediately,3 Months,"₹ 8,000-15,000 /month",11500.0,Entry,content writing,11-1 (Entry),"Writing, Editing, Blogging","['Writing', 'Editing', 'Blogging']"
digital marketing,Technogeeks,Pune,Immediately,3 Months,"₹ 8,000-14,000 /month",11000.0,Junior,digital marketing,24-15 (Junior),"Social Media, Content Creation, Basic Analytics, Posting","['Social Media', 'Content Creation', 'Basic Analytics', 'Posting']"
photography,Jay Foods,Pune,Immediately,3 Months,"₹ 2,000 /month",2000.0,Elite,photography,15 (Elite),"DSLR, Lighting, Editing (Photoshop/Lightroom), Composition, Event Photography, Communication","['DSLR', 'Lighting', 'Editing (Photoshop/Lightroom)', 'Composition', 'Event Photography', 'Communication']"
android app development,Bodvid Pvt. Ltd,Delhi,Immediately,3 Months,"₹ 6,000-15,000 /month",10500.0,Entry,android app development,6-1 (Entry),"Basic Android, Simple Layouts, Java Basics","['Basic Android', 'Simple Layouts', 'Java Basics']"
human resources (hr),Seema Hospital,Lucknow,Immediately,6 Months,"₹ 2,000-3,000 /month",2500.0,Senior,human resources (hr),26-24 (Senior),"Recruitment, Employee Engagement, HR Policies, HR Software, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'HR Software', 'Communication']"
motion graphics,Jobsin360 Private Limited,Bangalore,Immediately,6 Months,"₹ 8,000-10,000 /month",9000.0,Junior,motion graphics,8-5 (Junior),"After Effects, Animation, Video Editing, Motion Design","['After Effects', 'Animation', 'Video Editing', 'Motion Design']"
graphic design,Crave Hermit Production,Patna,Immediately,6 Months,"₹ 8,000-25,000 /month",16500.0,Entry,graphic design,14-1 (Entry),"Photoshop, Illustrator, Branding","['Photoshop', 'Illustrator', 'Branding']"
social media management,Think Of It Foundation,Work From Home,Immediately,6 Months,Unpaid,0.0,Elite,,,,
full stack development,Paathshala Spark,Work From Home,Immediately,6 Months,"₹ 20,000 /month",20000.0,Entry,full stack development,11-1 (Entry),"HTML, CSS, JS, Git, Basic React","['HTML', 'CSS', 'JS', 'Git', 'Basic React']"
data entry,"MSA Software (Wylie, United States)",Work From Home,Immediately,6 Months,"₹ 15,000 /month",15000.0,Entry,data entry,5-1 (Entry),"Typing, Record Keeping, Basic Documentation","['Typing', 'Record Keeping', 'Basic Documentation']"
creative design,The Curious Sole,Work From Home,Immediately,6 Months,"₹ 2,500 /month",2500.0,Senior,creative design,9 (Senior),"Photoshop, Illustrator, Typography, Branding, Layout, Communication","['Photoshop', 'Illustrator', 'Typography', 'Branding', 'Layout', 'Communication']"
digital marketing,ELECTROGLOBAL SOLUTIONS PRIVATE LIMITED,Jaipur,Immediately,6 Months,"₹ 2,000-8,000 /month",5000.0,Senior,digital marketing,37-32 (Senior),"SEO, SEM, Google Ads, Analytics, Marketing Strategy, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Analytics', 'Marketing Strategy', 'Campaign Management']"
search engine optimization (seo),Learn Transformation,Work From Home,Immediately,6 Months,"₹ 1,000-3,000 /month",2000.0,Senior,search engine optimization (seo),19-18 (Senior),"SEO, Keyword Research, Analytics, On-page, Off-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Off-page', 'Content Optimization']"
marketing,SaaSMonk,Gurgaon,Immediately,2 Months,"₹ 15,000-25,000 /month",20000.0,Entry,marketing,24-1 (Entry),"Marketing Basics, Communication, Reporting","['Marketing Basics', 'Communication', 'Reporting']"
sales,Vidia Technologies,Work From Home,Immediately,2 Months,"₹ 1,000 /month",1000.0,Elite,sales,23-22 (Elite),"Negotiation, CRM, Lead Generation, Strategic Selling, Client Management, Reporting, Communication","['Negotiation', 'CRM', 'Lead Generation', 'Strategic Selling', 'Client Management', 'Reporting', 'Communication']"
graphic design,Highkon Medias,Pondicherry,Immediately,2 Months,"₹ 3,000 /month +  Incentives",3000.0,Elite,graphic design,40-38 (Elite),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics, Design Principles","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics', 'Design Principles']"
ui/ux design,Refr1 Tech Private Limited,Mumbai,Immediately,2 Months,"₹ 10,000-12,000 /month",11000.0,Junior,ui/ux design,9-7 (Junior),"Wireframing, Prototyping, User Research, Interaction Design, Communication","['Wireframing', 'Prototyping', 'User Research', 'Interaction Design', 'Communication']"
graphic design,Second Brain App,Work From Home,Immediately,2 Months,"₹ 1,000-1,500 /month",1250.0,Elite,graphic design,40-38 (Elite),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics, Design Principles","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics', 'Design Principles']"
data entry,P2L Impact Learning Empowers Private Limited,Delhi,Immediately,2 Months,"₹ 2,000-2,500 /month",2250.0,Elite,data entry,16 (Elite),"Spreadsheet Management, Data Cleaning, Accuracy, Reporting, Basic Analysis, Communication","['Spreadsheet Management', 'Data Cleaning', 'Accuracy', 'Reporting', 'Basic Analysis', 'Communication']"
front end development,Hooman Digital LLP,Work From Home,Immediately,6 Months,"₹ 7,000-10,000 /month",8500.0,Senior,front end development,8 (Senior),"HTML, CSS, JS, React, Git, Basic UI","['HTML', 'CSS', 'JS', 'React', 'Git', 'Basic UI']"
search engine optimization (seo),TripzyGo International,Gurgaon,Immediately,6 Months,"₹ 8,000-13,000 /month",10500.0,Junior,search engine optimization (seo),14-10 (Junior),"SEO, Keyword Research, Analytics, On-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Content Optimization']"
marketing,ICHARS Support Foundation,Work From Home,Immediately,6 Months,Unpaid,0.0,Elite,marketing,40-38 (Elite),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting, Creativity","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting', 'Creativity']"
fashion design,S.A.Knitwears Private Limited,Madurai,Immediately,6 Months,"₹ 3,000-5,000 /month",4000.0,Senior,fashion design,9 (Senior),"Sketching, Pattern Making, Fabric Knowledge, Sewing, Trend Analysis, Communication","['Sketching', 'Pattern Making', 'Fabric Knowledge', 'Sewing', 'Trend Analysis', 'Communication']"
graphic design,Spatio Zest Private Limited,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives",4000.0,Elite,graphic design,40-38 (Elite),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics, Design Principles","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics', 'Design Principles']"
fashion design,Lanos Yvvas (Essel Enterprises),Delhi,Immediately,1 Month,"₹ 2,000 /month +  Incentives",2000.0,Elite,fashion design,10 (Elite),"Sketching, Pattern Making, Fabric Knowledge, Sewing, Trend Analysis, Communication","['Sketching', 'Pattern Making', 'Fabric Knowledge', 'Sewing', 'Trend Analysis', 'Communication']"
search engine optimization (seo),The Peak View Stories,Delhi,Immediately,1 Month,"₹ 3,000-3,500 /month",3250.0,Mid,search engine optimization (seo),17-15 (Mid),"SEO, Keyword Research, Analytics, On-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Content Optimization']"
python development,Rishab Pruthi,Work From Home,Immediately,1 Month,"₹ 5,000-15,000 /month",10000.0,Junior,python development,6-4 (Junior),"Python, Flask/Django, SQL, Git, Basic Scripting","['Python', 'Flask/Django', 'SQL', 'Git', 'Basic Scripting']"
human resources (hr),CareerHaat,Kolkata,Immediately,1 Month,"₹ 8,000-9,000 /month",8500.0,Junior,human resources (hr),18-15 (Junior),"Recruitment, Employee Engagement, HR Policies, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'Communication']"
hr recruitment,Excel HR Services,Delhi,Immediately,1 Month,"₹ 10,000 /month",10000.0,Junior,hr recruitment,4-3 (Junior),"Job Posting, Screening, Communication, Basic HR Software","['Job Posting', 'Screening', 'Communication', 'Basic HR Software']"
data entry,Scholarthi,Surat,Immediately,1 Month,"₹ 2,500 /month",2500.0,Senior,data entry,15 (Senior),"Spreadsheet Management, Data Cleaning, Accuracy, Reporting, Basic Analysis, Communication","['Spreadsheet Management', 'Data Cleaning', 'Accuracy', 'Reporting', 'Basic Analysis', 'Communication']"
operations,White Canvas,Work From Home,Immediately,4 Months,"₹ 5,000-6,000 /month",5500.0,Senior,operations,30-28 (Senior),"Task Coordination, Scheduling, Reporting, Basic ERP, Communication, Problem Solving","['Task Coordination', 'Scheduling', 'Reporting', 'Basic ERP', 'Communication', 'Problem Solving']"
digital marketing,ADNext Media,Gurgaon,Immediately,4 Months,"₹ 6,000-7,000 /month",6500.0,Senior,digital marketing,37-32 (Senior),"SEO, SEM, Google Ads, Analytics, Marketing Strategy, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Analytics', 'Marketing Strategy', 'Campaign Management']"
social media marketing,Wiishbox Consumer Private Limited,Mumbai,Immediately,4 Months,"₹ 11,000-15,000 /month",13000.0,Junior,social media marketing,24-20 (Junior),"Social Media Management, Content Planning, Communication, Reporting","['Social Media Management', 'Content Planning', 'Communication', 'Reporting']"
flutter development,CapriTech Global Services Private Limited,Mumbai,Immediately,4 Months,"₹ 9,000 /month",9000.0,Junior,flutter development,5-4 (Junior),"Flutter, Dart, UI Implementation, API Usage, Git","['Flutter', 'Dart', 'UI Implementation', 'API Usage', 'Git']"
business analytics,BM INNOVATIONS PRIVATE LIMITED,Hyderabad,Immediately,4 Months,"₹ 2,000-5,000 /month",3500.0,Senior,business analytics,8 (Senior),"Data Analysis, Excel, SQL, Visualization, Reporting, Communication","['Data Analysis', 'Excel', 'SQL', 'Visualization', 'Reporting', 'Communication']"
video editing,Top Talent Bridge,Work From Home,Immediately,1 Month,"₹ 3,000 /month",3000.0,Senior,video editing,20-19 (Senior),"Premiere Pro, After Effects, Motion Graphics, Color Correction, Audio Editing","['Premiere Pro', 'After Effects', 'Motion Graphics', 'Color Correction', 'Audio Editing']"
customer service,Visit Health Private Limited,Bangalore,Immediately,1 Month,"₹ 13,500 /month",13500.0,Junior,customer service,8-5 (Junior),"Communication, Handling Queries, CRM, Reporting","['Communication', 'Handling Queries', 'CRM', 'Reporting']"
motion graphics,Webkul Software Private Limited,Noida,Immediately,2 Months,"₹ 4,500-9,000 /month",6750.0,Mid,motion graphics,11-9 (Mid),"After Effects, Animation, Video Editing, Motion Design","['After Effects', 'Animation', 'Video Editing', 'Motion Design']"
corporate sales,Isourse,Delhi,Immediately,2 Months,"₹ 25,000 /month",25000.0,Entry,corporate sales,2-1 (Entry),"Basic Communication, Cold Calling, Customer Interaction","['Basic Communication', 'Cold Calling', 'Customer Interaction']"
talent acquisition,Headfone,Work From Home,Immediately,4 Months,"₹ 1,000 /month +  Incentives",1000.0,Elite,talent acquisition,14 (Elite),"Sourcing, Interviewing, Screening, HR Software, Candidate Management, Communication","['Sourcing', 'Interviewing', 'Screening', 'HR Software', 'Candidate Management', 'Communication']"
business development (sales),Simplease,Mumbai,Immediately,4 Months,"₹ 5,000-7,000 /month",6000.0,Elite,business development (sales),46-44 (Elite),"Strategic Planning, Negotiation, CRM, Market Research, Leadership, Client Acquisition, Data Analysis, Communication","['Strategic Planning', 'Negotiation', 'CRM', 'Market Research', 'Leadership', 'Client Acquisition', 'Data Analysis', 'Communication']"
video making/editing,Rentout.Homes,Gurgaon,Immediately,4 Months,"₹ 14,000 /month +  Incentives",14000.0,Junior,video making/editing,16-15 (Junior),"Premiere Pro, Editing, Motion Graphics, Audio","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio']"
video making/editing,Two Words,Work From Home,Immediately,4 Months,"₹ 12,000-20,000 /month",16000.0,Entry,video making/editing,14-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
backend development,Ostello India Private Limited,Work From Home,Immediately,3 Months,"₹ 10,000-20,000 /month",15000.0,Mid,backend development,9-7 (Mid),"Python/Java, REST APIs, Database, Git, Scripting","['Python/Java', 'REST APIs', 'Database', 'Git', 'Scripting']"
business development (sales),Altruism Casa,Noida,Immediately,3 Months,"₹ 25,000 /month +  Incentives",25000.0,Entry,business development (sales),27-1 (Entry),"Communication, Customer Interaction, Cold Calling, Record Keeping","['Communication', 'Customer Interaction', 'Cold Calling', 'Record Keeping']"
content writing,MyFitSoul Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /week",1000.0,Elite,content writing,45-43 (Elite),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Keyword Research, Analytics","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Keyword Research', 'Analytics']"
sales,GlobalFair Impex,Work From Home,Immediately,3 Months,"₹ 6,000-10,000 /month",8000.0,Mid,sales,19-17 (Mid),"CRM, Lead Generation, Customer Interaction, Reporting, Communication","['CRM', 'Lead Generation', 'Customer Interaction', 'Reporting', 'Communication']"
law/legal,Demeterali Legal,Delhi,Immediately,3 Months,"₹ 1,500 /month",1500.0,Elite,law/legal,16 (Elite),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
marketing,BTW Visa Services,Pune,Immediately,3 Months,"₹ 4,000 /month",4000.0,Senior,marketing,37-35 (Senior),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting']"
flutter development,Build With Innovation Private Limited,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives",10000.0,Junior,flutter development,5-4 (Junior),"Flutter, Dart, UI Implementation, API Usage, Git","['Flutter', 'Dart', 'UI Implementation', 'API Usage', 'Git']"
customer service,Homebaz,Work From Home,Immediately,3 Months,"₹ 2,000 /month +  Incentives",2000.0,Elite,customer service,14 (Elite),"Communication, Problem Solving, CRM, Escalation Handling, Customer Engagement, Reporting","['Communication', 'Problem Solving', 'CRM', 'Escalation Handling', 'Customer Engagement', 'Reporting']"
motion graphics,Graveiens Eduservices Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",1000.0,Elite,motion graphics,13 (Elite),"After Effects, Animation, Storyboarding, Video Editing, 3D Basics, Motion Design","['After Effects', 'Animation', 'Storyboarding', 'Video Editing', '3D Basics', 'Motion Design']"
human resources (hr),Balj Services Private Limited,Jaipur,Immediately,3 Months,"₹ 7,000-15,000 /month",11000.0,Junior,human resources (hr),18-15 (Junior),"Recruitment, Employee Engagement, HR Policies, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'Communication']"
flutter development,NextGen Techno Ventures Private Limited,Thane,Immediately,3 Months,"₹ 7,000 /month",7000.0,Mid,flutter development,8-6 (Mid),"Flutter, Dart, UI Implementation, API Usage, Git","['Flutter', 'Dart', 'UI Implementation', 'API Usage', 'Git']"
corporate sales,Sarvagrah Technology Private Limited,Jaipur,Immediately,3 Months,"₹ 10,000 /month +  Incentives",10000.0,Senior,corporate sales,8 (Senior),"Negotiation, CRM, Lead Generation, Client Management, Reporting, Communication","['Negotiation', 'CRM', 'Lead Generation', 'Client Management', 'Reporting', 'Communication']"
